Timestamp,Channel 2,Channel 4
61564.28784,-1.735174423,6.182451899
61564.28915,-2.270687991,5.662647164
61564.30396,-2.593765313,4.74706123
61564.30399,-2.686307761,3.509453218
61564.30582,-2.55048353,2.046138322
61564.31494,-2.207818086,0.46844937
61564.31497,-1.696653815,-1.105838862
61564.31738,-1.068243223,-2.561452837
61564.31742,-0.381851126,-3.794239863
61564.32672,0.300682484,-4.718805936
61564.3336,0.920431529,-5.274597826
61564.33363,1.426444946,-5.429983781
61564.33791,1.779948651,-5.1840491
61564.34045,1.957342574,-4.56600522
61564.36795,1.951760692,-3.632298944
61564.37121,1.773093647,-2.461687176
61564.37124,1.446511346,-1.148697723
61564.37863,1.009654774,0.203983644
61564.37867,0.508780642,1.493584785
61564.38053,-0.005770236,2.625137508
61564.3829,-0.48435699,3.518573148
61564.38794,-0.882636867,4.11448481
61564.39062,-1.165563935,4.378134089
61564.39684,-1.310435848,4.301427955
61564.39926,-1.308727949,3.902758466
61564.40492,-1.166567684,3.224770133
61564.40495,-0.903827693,2.330283311
61564.40686,-0.551941735,1.296743722
61564.40927,-0.150662474,0.209677295
61564.41193,0.255925881,-0.844302421
61564.41422,0.623762351,-1.784364478
61564.41811,0.913123531,-2.541662588
61564.42484,1.092496591,-3.064390779
61564.42487,1.1416531,-3.321319161
61564.4328,1.053640812,-3.303568906
61564.43283,0.835510661,-3.024534605
61564.43283,0.507712223,-2.518015097
61564.43607,0.102212571,-1.834757963
61564.4361,-0.340490168,-1.037746555
61564.4382,-0.775186293,-0.196651758
61564.44934,-1.1562583,0.618073155
61564.45604,-1.442074823,1.340961044
61564.45608,-1.599070459,1.916695182
61564.46041,-1.605133123,2.304265452
61564.46307,-1.451980418,2.479807929
61564.46544,-1.146295043,2.437937337
61564.47195,-0.709498802,2.191512219
61564.48499,-0.17616582,1.76990398
61564.48505,0.408802546,1.215962478
61564.51513,0.994006438,0.581972431
61564.51518,1.526052733,-0.075031043
61564.51674,1.954345032,-0.698178511
61564.51981,2.23573575,-1.235499078
61564.52194,2.338623517,-1.64408428
61564.52422,2.246121494,-1.893357534
61564.52671,1.957997888,-1.967208989
61564.52926,1.491192682,-1.864857929
61564.5317,0.878835808,-1.600415195
61564.53674,0.167821386,-1.201226759
61564.53917,-0.584880733,-0.705177715
61564.54475,-1.316882089,-0.157215563
61564.5448,-1.965618082,0.394593162
61564.54731,-2.473734814,0.903131873
61564.54734,-2.794158461,1.326090016
61564.54926,-2.894403828,1.629298158
61564.5522,-2.759735335,1.789288931
61564.55416,-2.39488442,1.794904172
61564.55852,-1.824144974,1.647853857
